Label=Normal
network[son<-parent]=
462<-546: 0.05527638190954774
265<-462: 0.05025125628140704
546<-265: 0.02512562814070352
315<-265: 0.020100502512562814
315<-315: 0.04522613065326633
546<-315: 0.02512562814070352
201<-265: 0.005025125628140704
201<-201: 0.005025125628140704
439<-201: 0.005025125628140704
546<-439: 0.005025125628140704
315<-546: 0.005025125628140704

nodeInfo=(Event,position embedding)
546: 546,2
265: 265,5
201: 201,29
462: 462,1
439: 439,28
315: 315,3


Sequence Order: 546 462 265 546 462 265 315 315 546 462 265 546 462 265 546 462 265 546 462 265 201 201 439 546 315 315 546 462 265 315 315 315 315 315 315 546 462 265 546 462 265 315 315 546 462 265 315 315 546 462
