Label=Anomalous
network[son<-parent]=
293<-293: 0.09045226130653267
527<-293: 0.005025125628140704
527<-527: 0.005025125628140704
307<-527: 0.005025125628140704
557<-307: 0.010050251256281407
557<-557: 0.10552763819095477
354<-557: 0.005025125628140704
576<-354: 0.005025125628140704
470<-576: 0.005025125628140704
470<-470: 0.005025125628140704
307<-470: 0.005025125628140704

nodeInfo=(Event,position embedding)
576: 576,25
354: 354,26
293: 293,32
557: 557,1
527: 527,30
307: 307,22
470: 470,23


Sequence Order: 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 527 527 307 557 557 354 576 470 470 307 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557
