Label=Normal
network[son<-parent]=
464<-464: 0.1708542713567839
18<-464: 0.005025125628140704
18<-18: 0.035175879396984924
158<-18: 0.005025125628140704
570<-158: 0.005025125628140704
557<-570: 0.005025125628140704
557<-557: 0.010050251256281407
212<-557: 0.005025125628140704
464<-212: 0.005025125628140704

nodeInfo=(Event,position embedding)
557: 557,18
464: 464,1
18: 18,23
212: 212,17
570: 570,21
158: 158,22


Sequence Order: 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 18 18 18 18 18 18 18 18 158 570 557 557 557 212 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464 464
