Label=Normal
network[son<-parent]=
557<-557: 0.11557788944723618
212<-557: 0.005025125628140704
148<-212: 0.005025125628140704
575<-148: 0.005025125628140704
569<-575: 0.005025125628140704
569<-569: 0.11055276381909548

nodeInfo=(Event,position embedding)
557: 557,27
148: 148,25
212: 212,26
569: 569,1
575: 575,24


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 212 148 575 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569 569
