Label=Anomalous
network[son<-parent]=
161<-161: 0.10050251256281408
576<-161: 0.005025125628140704
190<-576: 0.005025125628140704
190<-190: 0.07035175879396985
298<-190: 0.005025125628140704
456<-298: 0.005025125628140704
144<-456: 0.005025125628140704
144<-144: 0.05025125628140704

nodeInfo=(Event,position embedding)
576: 576,29
161: 161,30
456: 456,12
298: 298,13
144: 144,1
190: 190,14


Sequence Order: 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 576 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 298 456 144 144 144 144 144 144 144 144 144 144 144
