Label=Anomalous
network[son<-parent]=
315<-315: 0.18090452261306533
177<-315: 0.005025125628140704
222<-177: 0.005025125628140704
222<-222: 0.04020100502512563
61<-222: 0.005025125628140704
541<-61: 0.005025125628140704
222<-541: 0.005025125628140704

nodeInfo=(Event,position embedding)
177: 177,13
61: 61,5
315: 315,14
541: 541,4
222: 222,1


Sequence Order: 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 177 222 222 222 222 222 222 222 61 541 222 222 222
