Label=Anomalous
network[son<-parent]=
354<-507: 0.020100502512562814
456<-354: 0.005025125628140704
507<-456: 0.01507537688442211
507<-354: 0.01507537688442211
456<-507: 0.010050251256281407
293<-507: 0.09045226130653267
507<-293: 0.08542713567839195
507<-507: 0.005025125628140704

nodeInfo=(Event,position embedding)
456: 456,40
354: 354,38
507: 507,2
293: 293,1


Sequence Order: 507 354 456 507 354 507 456 507 354 507 456 507 354 507 293 507 293 507 293 507 293 507 293 507 293 507 293 507 293 507 293 507 293 507 507 293 507 293 507 293 507 293 507 293 507 293 507 293 507 293
